BoroughCode,StatusOrderNumber,MainStreet,FromStreet,ToStreet,SideOfStreet
M,S-990228,FULTON STREET,BROADWAY,CHURCH STREET,N
M,S-229583,FULTON STREET,RYDERS ALLEY,CLIFF STREET,S
M,S-120880,FULTON STREET,DUTCH STREET,NASSAU STREET,S
M,S-902964,FULTON STREET,GOLD STREET,WILLIAM STREET,S
M,S-226945,FULTON STREET,NASSAU STREET,BROADWAY,S
M,S-786290,FULTON STREET,FRONT STREET,SOUTH STREET,S
M,S-988805,FULTON STREET,WILLIAM STREET,NASSAU STREET,N
M,S-988804,FULTON STREET,GOLD STREET,WILLIAM STREET,N
M,S-988803,FULTON STREET,GOLD STREET,GOLD STREET,N
M,S-104211,GANSEVOORT STREET,WEST   13 STREET,HUDSON STREET,N
M,S-818998,GANSEVOORT STREET,DEAD END,WEST STREET,S
M,S-818999,GANSEVOORT STREET,WEST STREET,DEAD END,N
M,S-201817,GANSEVOORT STREET,WASHINGTON STREET,UNNAMED STREET,N
M,S-204868,GANSEVOORT STREET,GREENWICH STREET,WASHINGTON STREET,N
M,S-104217,GANSEVOORT STREET,WASHINGTON STREET,WEST STREET,S
M,S-104214,GANSEVOORT STREET,WEST    4 STREET,HUDSON STREET,S
M,S-104213,GANSEVOORT STREET,WASHINGTON STREET,WEST STREET,N
M,S-276508,GANSEVOORT STREET,GREENWICH STREET,WEST STREET,N
M,S-213998,GANSEVOORT STREET,WEST STREET,UNNAMED STREET,N
M,S-184603,GANSEVOORT STREET,GREENWICH STREET,WASHINGTON STREET,S
M,S-184626,GANSEVOORT STREET,HUDSON STREET,9 AVENUE,N
M,S-184627,GANSEVOORT STREET,HUDSON STREET,LITTLE WEST   12 STREET,S
M,S-185942,GANSEVOORT STREET,HUDSON STREET,GREENWICH STREET,S
M,S-277664,GANSEVOORT STREET,HUDSON RIVER,MARGINAL STREET,S
M,S-277665,GANSEVOORT STREET,MARGINAL STREET,UNNAMED STREET,N
M,S-105960,GAY STREET,CHRISTOPHER STREET,WAVERLY PLACE,W
M,S-105955,GAY STREET,CHRISTOPHER STREET,WAVERLY PLACE,E
M,S-960306,GEORGE WASHINGTON BRIDGE,RIVERSIDE DRIVE,WEST  178 STREET,W
M,S-988780,GOLD STREET,FULTON STREET,JOHN STREET,W
M,S-283516,GOLD STREET,FULTON STREET,MAIDEN LANE,N
M,S-989019,GOLD STREET,RYDERS ALLEY,JOHN STREET,E
M,P-277449,GOLD STREET,FRANKFORT STREET,SPRUCE STREET,W
M,P-277112,GOLD STREET,BEEKMAN STREET,ANN STREET,W
M,S-989020,GOLD STREET,JOHN STREET,PLATT STREET,E
M,S-285740,GOLD STREET,PLATT STREET,MAIDEN LANE,W
M,S-277147,GOLD STREET,ANN STREET,FULTON STREET,W
M,S-993275,GOLD STREET,GOLD STREET            *SRV SLIP,FRANKFORT STREET,E
M,S-795096,GOLD STREET,FULTON STREET,ANN STREET,E
M,S-989021,GOLD STREET,JOHN STREET,PLATT STREET,W
M,S-239753,GOLD STREET,SPRUCE STREET,BEEKMAN STREET,W
M,P-277148,GOLD STREET,FULTON STREET,FRANKFORT STREET,E
M,S-989166,GOLD STREET,PLATT STREET,MAIDEN LANE,E
M,S-261981,GOLD STREET,ANN STREET,FULTON STREET,N
M,S-988747,GOLD STREET,FULTON STREET,RYDERS ALLEY,E
M,S-993274,GOLD STREET            *SRV SLIP,GOLD STREET,FRANKFORT STREET,W
M,S-989814,GOUVERNEUR LANE,FRONT STREET,SOUTH STREET,N
M,S-218896,GOUVERNEUR LANE,SOUTH STREET,WATER STREET,N
M,S-788557,GOUVERNEUR LANE,WATER STREET,FRONT STREET,S
M,S-989815,GOUVERNEUR LANE,WATER STREET,FRONT STREET,N
M,S-217409,GOUVERNEUR LANE,SOUTH STREET,FRONT STREET,W
M,S-989816,GOUVERNEUR LANE,FRONT STREET,SOUTH STREET,S
M,S-065867,GOUVERNEUR SLIP EAST,WATER STREET,SOUTH STREET,W
M,S-181414,GOUVERNEUR SLIP EAST,WATER STREET,SOUTH STREET,E
M,S-173409,GOUVERNEUR SLIP WEST,SOUTH STREET,WATER STREET,E
M,S-065865,GOUVERNEUR SLIP WEST,SOUTH STREET,WATER STREET,W
M,S-962371,GOUVERNEUR SLIP WEST,FDR DRIVE,WATER STREET,N
M,S-078061,GOUVERNEUR STREET,DIVISION STREET,BROADWAY,E
M,S-018295,GOUVERNEUR STREET,DIVISION STREET,BROADWAY,W
M,S-018297,GOUVERNEUR STREET,BROADWAY,HENRY STREET,W
M,S-099658,GOUVERNEUR STREET,BROADWAY,HENRY STREET,E
M,S-018298,GOUVERNEUR STREET,HENRY STREET,MADISON STREET,E
M,S-256904,GOUVERNEUR STREET,WATER STREET,MADISON STREET,E
M,S-018299,GOUVERNEUR STREET,HENRY STREET,MADISON STREET,W
M,S-065969,GOUVERNEUR STREET,WATER STREET,MADISON STREET,W
M,S-010539,GRACIE SQUARE,EAST END AVENUE,DEAD END,N
M,S-942685,GRACIE SQUARE,EAST END AVENUE,DEAD END,S
M,S-231096,GRACIE TERRACE,DEAD END,EAST END AVENUE,N
M,P-260607,GRAMERCY PARK EAST,EAST   20 STREET,EAST   21 STREET,W
M,P-260604,GRAMERCY PARK EAST,EAST   20 STREET,EAST   21 STREET,E
M,P-260611,GRAMERCY PARK WEST,EAST   21 STREET,EAST   20 STREET,E
M,P-255247,GRAMERCY PARK WEST,EAST   21 STREET,EAST   20 STREET,W
M,S-125794,GRAND ARMY PLAZA,WEST   60 STREET,WEST   59 STREET,E
M,S-283956,GRAND ARMY PLAZA,CENTRAL PARK SOUTH,WEST   58 STREET,E
M,S-155366,GRAND ARMY PLAZA,WEST   60 STREET,CENTRAL PARK SOUTH,W
M,P-789743,GRAND ARMY PLAZA,EAST   59 STREET,EAST   58 STREET,E
M,S-127385,GRAND ARMY PLAZA,CENTRAL PARK SOUTH,WEST   58 STREET,W
M,S-106524,GREAT JONES STREET,BOWERY,LAFAYETTE STREET,N
M,S-917846,GREAT JONES STREET,JONES ALLEY,LAFAYETTE STREET,S
M,S-801146,GREAT JONES STREET,LAFAYETTE STREET,JONES ALLEY,N
M,S-801147,GREAT JONES STREET,JONES ALLEY,BROADWAY,N
M,S-106522,GREAT JONES STREET,BOWERY,LAFAYETTE STREET,S
M,S-106523,GREAT JONES STREET,LAFAYETTE STREET,BROADWAY,S
M,S-106525,GREAT JONES STREET,LAFAYETTE STREET,BROADWAY,N
M,S-235523,GREENE STREET,PRINCE STREET,WEST HOUSTON STREET,W
M,S-235524,GREENE STREET,PRINCE STREET,WEST HOUSTON STREET,E
M,S-181589,GREENE STREET,WAVERLY PLACE,WEST    8 STREET,E
M,S-074935,GREENE STREET,BROOME STREET,SPRING STREET,E
M,S-106346,GREENE STREET,WASHINGTON PLACE,WAVERLY PLACE,W
M,S-106339,GREENE STREET,GRAND STREET,BROOME STREET,W
M,S-074937,GREENE STREET,SPRING STREET,PRINCE STREET,E
M,S-106340,GREENE STREET,BROOME STREET,SPRING STREET,W
M,P-244481,GREENE STREET,WAVERLY PLACE,EAST    8 STREET,W
M,S-106342,GREENE STREET,WEST    4 STREET,WASHINGTON PLACE,E
M,S-204590,GREENE STREET,SPRING STREET,PRINCE STREET,W
M,S-106855,GREENE STREET,CANAL STREET,GRAND STREET,W
M,S-174548,GREENE STREET,CANAL STREET,GRAND STREET,E
M,S-106343,GREENE STREET,WASHINGTON PLACE,WAVERLY PLACE,E
M,S-074934,GREENE STREET,GRAND STREET,BROOME STREET,E
M,S-106345,GREENE STREET,WEST    4 STREET,WASHINGTON PLACE,W
M,S-103116,GROVE STREET,HUDSON STREET,BEDFORD STREET,N
M,S-103095,GROVE STREET,BEDFORD STREET,BLEECKER STREET,S
M,P-269272,GROVE STREET,BLEECKER STREET,SEVENTH AVENUE SOUTH,N
M,S-103122,GROVE STREET,BEDFORD STREET,BLEECKER STREET,N
M,S-017774,GROVE STREET,SHERIDAN SQUARE,CHRISTOPHER STREET,N
M,S-792195,GROVE STREET,WAVERLY PLACE,WEST    4 STREET,W
M,P-251485,GROVE STREET,WAVERLY PLACE,WASHINGTON PLACE,S
M,S-103125,GROVE STREET,CHRISTOPHER STREET,WEST    4 STREET,N
M,S-215916,GROVE STREET,BLEECKER STREET,SEVENTH AVENUE SOUTH,S
M,S-125921,GROVE STREET,HUDSON STREET,BEDFORD STREET,S
M,S-103124,GROVE STREET,WEST    4 STREET,SEVENTH AVENUE,N
M,S-103112,GROVE STREET,WEST    4 STREET,SEVENTH AVENUE SOUTH,S
M,S-261000,HAMILL PLACE,FOLEY SQUARE,WORTH STREET,S
M,S-260999,HAMILL PLACE,FOLEY SQUARE,WORTH STREET,N
M,P-263113,HAMILTON PLACE,WEST  136 STREET,WEST  138 STREET,E
M,S-027958,HAMILTON PLACE,WEST  141 STREET,WEST  140 STREET,E
M,S-027671,HAMILTON PLACE,WEST  142 STREET,WEST  141 STREET,W
M,S-027943,HAMILTON PLACE,BROADWAY,WEST  138 STREET,W
M,S-027859,HAMILTON PLACE,WEST  144 STREET,WEST  143 STREET,W
M,S-027908,HAMILTON PLACE,WEST  143 STREET,WEST  142 STREET,W
M,S-027949,HAMILTON PLACE,WEST  143 STREET,WEST  142 STREET,E
M,S-027960,HAMILTON PLACE,WEST  140 STREET,WEST  139 STREET,E
M,S-028209,HAMILTON PLACE,AMSTERDAM AVENUE,WEST  143 STREET,E
M,S-248117,HAMILTON PLACE,WEST  140 STREET,WEST  139 STREET,W
M,S-027957,HAMILTON PLACE,WEST  142 STREET,WEST  141 STREET,E
M,S-295401,HAMILTON PLACE,MORNINGSIDE AVENUE,WEST  124 STREET,S
M,S-027917,HAMILTON PLACE,WEST  141 STREET,WEST  140 STREET,W
M,S-027964,HAMILTON PLACE,WEST  139 STREET,WEST  138 STREET,E
M,S-216967,HAMILTON PLACE,WEST  139 STREET,WEST  138 STREET,W
M,S-027558,HAMILTON TERRACE,WEST  141 STREET,WEST  144 STREET,W
M,S-027531,HAMILTON TERRACE,WEST  141 STREET,WEST  144 STREET,E
M,S-024733,HANCOCK PLACE,WEST  125 STREET,MORNINGSIDE AVENUE,N
M,S-028083,HANCOCK PLACE,MORNINGSIDE AVENUE,WEST  124 STREET,S
M,S-136432,HANCOCK PLACE,MORNINGSIDE AVENUE,ST NICHOLAS AVENUE,N
M,P-204839,HANOVER SQUARE,PEARL STREET,WATER STREET,S
M,S-155291,HANOVER SQUARE,STONE STREET,SOUTH WILLIAM STREET,S
M,S-989812,HANOVER SQUARE,PEARL STREET,STONE STREET,S
M,S-989811,HANOVER SQUARE,PEARL STREET,BEAVER STREET,N
M,P-255159,HANOVER SQUARE,WATER STREET,PEARL STREET,N
M,S-600255,HANOVER SQUARE,PEARL STREET,STONE STREET,N
M,S-255923,HANOVER SQUARE,PEARL STREET,HANOVER SQUARE,E
M,S-255924,HANOVER SQUARE,HANOVER STREET,HANOVER SQUARE,W
M,S-788562,HANOVER STREET,PEARL STREET,STONE STREET,S
M,S-989810,HANOVER STREET,BEAVER STREET,PEARL STREET,E
M,S-788094,HANOVER STREET,EXCHANGE PLACE,BEAVER STREET,W
M,S-989807,HANOVER STREET,EXCHANGE PLACE,WALL STREET,W
M,S-989809,HANOVER STREET,WALL STREET,BEAVER STREET,E
M,S-813128,HANOVER STREET,PEARL STREET,STONE STREET,W
M,S-989808,HANOVER STREET,BEAVER STREET,PEARL STREET,W
M,S-144713,HARLEM RIVER DRIVE,WEST  155 STREET,HARLEM RIVER DRIVE,E
M,S-144712,HARLEM RIVER DRIVE,FDR DRIVE,EAST  138 STREET,E
M,S-983235,HARLEM RIVER DRIVE,EAST  135 STREET       *N LEG,EAST  135 STREET       *S LEG,W
M,S-199595,HARLEM RIVER DRIVE,HARLEM RIVER DRIVE     *EXIT,WEST  155 STREET,W
M,S-200919,HARLEM RIVER DRIVE,EAST  138 STREET,MADISON AVENUE,N
M,S-103059,HARLEM RIVER DRIVE,EAST  131 STREET,EAST  132 STREET,N
M,S-144707,HARLEM RIVER DRIVE,FREDERICK DOUGLASS BOULEVARD,HARLEM RIVER DRIVE     *ENT RAMP,E
M,S-144709,HARLEM RIVER DRIVE,FRED DOUGLASS BOULEVARD,WEST  155 STREET,W
M,S-144710,HARLEM RIVER DRIVE,ADAM C POWELL BOULEVARD,WEST  155 STREET,E
M,S-144711,HARLEM RIVER DRIVE,WEST  155 STREET,ADAM C POWELL BOULEVARD,W
M,S-269119,HARLEM RIVER DRIVEWAY,HARLEM RIVER DRIVE,FREDERICK DOUGLAS BOULEVARD,W
M,S-984594,HARLEM RIVER DRIVE     *W S/R,MADISON AVENUE,EAST  135 STREET,W
M,S-258069,HARLEM RIVER DRIVE     *W S/R,5 AVENUE,HARLEM RIVER DRIVE     *ENTRANCE,E
M,S-984595,HARLEM RIVER DRIVE     *W S/R,MADISON AVENUE,HARLEM RIVER DRIVE     *EXIT,E
M,S-984087,HARLEM RIVER DRIVE     *W S/R,EAST  141 STREET,EAST  138 STREET,E
M,S-984597,HARLEM RIVER DRIVE     *W S/R,5 AVENUE,5 AVENUE,W
M,S-178417,HARLEM RIVER DRIVE     *W S/R,WEST  142 STREET       *EXIT,WEST  142 STREET,E
M,S-983234,HARLEM RIVER DRIVE     *W S/R,EAST  135 STREET,EAST  135 STREET,W
M,S-245929,HARRISON STREET,GREENWICH STREET,STAPLE STREET,S
M,S-245923,HARRISON STREET,WEST STREET,GREENWICH STREET,S
M,S-176739,HARRISON STREET,GREENWICH STREET,WEST STREET,N
M,S-239637,HARRISON STREET,STAPLE STREET,HUDSON STREET,S
M,S-264227,HARRISON STREET,WEST STREET,HUDSON STREET,N
M,S-251608,HARRISON STREET,GREENWICH STREET,HUDSON STREET,N
M,S-269428,HAVEN AVENUE,WEST  176 STREET,WEST  173 STREET,E
M,S-204105,HAVEN AVENUE,WEST  171 STREET,WEST  170 STREET,E
M,S-204107,HAVEN AVENUE,WEST  170 STREET,WEST  169 STREET,E
M,S-221935,HAVEN AVENUE,WEST  177 STREET,FORT WASHINGTON AVENUE,W
M,S-204141,HAVEN AVENUE,WEST  169 STREET,FORT WASHINGTON AVENUE,E
M,S-204103,HAVEN AVENUE,WEST  180 STREET,WEST  181 STREET,W
M,S-204104,HAVEN AVENUE,WEST  172 STREET,WEST  171 STREET,E
M,S-204129,HAVEN AVENUE,WEST  181 STREET,H H PARKWAY EN RAMP,W
M,S-204136,HAVEN AVENUE,WEST  177 STREET,WEST  176 STREET,E
M,S-204138,HAVEN AVENUE,WEST  173 STREET,WEST  172 STREET,E
M,S-204131,HAVEN AVENUE,H HUDSON PARKWAY ENTRANCE SB,HENRY HUDSON PARKWAY   *EXIT,W
M,S-276901,HENRY HUDSON PARKWAY,HENRY HUDSON PARKWAY,G WASHINGTON BRDG ENTRANCE,W
M,S-130042,HENRY HUDSON PARKWAY EN RAMP,WEST  158 STREET,WEST  155 STREET,W
M,S-130043,HENRY HUDSON PARKWAY EXIT RAMP,WEST  155 STREET,WEST  158 STREET,E
M,S-155759,HENRY STREET,CATHERINE STREET,OLIVER STREET,N
M,S-067319,HENRY STREET,CATHERINE STREET,MARKET STREET,S
M,S-251519,HENRY STREET,CLINTON STREET,MONTGOMERY STREET,S
M,S-268270,HENRY STREET,PIKE STREET,RUTGERS STREET,S
M,S-202003,HENRY STREET,RUTGERS STREET,JEFFERSON STREET,S
M,S-139291,HENRY STREET,GOUVERNEUR STREET,JACKSON STREET,S
M,S-127648,HENRY STREET,RUTGERS STREET,JEFFERSON STREET,N
M,S-188294,HENRY STREET,JEFFERSON STREET,CLINTON STREET,N
M,S-207578,HENRY STREET,GRAND STREET,MONTGOMERY STREET,N
M,S-066658,HENRY STREET,MECHANICS ALLEY,PIKE STREET,S
M,S-065763,HENRY STREET,PIKE STREET,FORSYTH STREET,N
M,S-065764,HENRY STREET,FORSYTH STREET,MARKET STREET,N
M,S-192241,HENRY STREET,JEFFERSON STREET,CLINTON STREET,S
M,S-140021,HENRY STREET,MONTGOMERY STREET,JACKSON STREET,S
M,S-065765,HENRY STREET,MARKET STREET,CATHERINE STREET,N
M,S-065766,HENRY STREET,PIKE STREET,RUTGERS STREET,N
M,S-065767,HENRY STREET,CLINTON STREET,MONTGOMERY STREET,N
M,S-065772,HENRY STREET,MARKET STREET,MECHANICS ALLEY,S
M,S-209660,HENRY STREET,OLIVER STREET,CATHERINE STREET,S
M,S-072940,HESTER STREET,CHRYSTIE STREET,BOWERY,S
M,S-105285,HESTER STREET,ELIZABETH STREET,MOTT STREET,S
M,S-170172,HESTER STREET,ORCHARD STREET,LUDLOW STREET,N
M,P-255196,HESTER STREET,BAXTER STREET,CENTRE STREET,N
M,P-251988,HESTER STREET,BOWERY,ELIZABETH STREET,N
M,P-251987,HESTER STREET,ELDRIDGE STREET,ALLEN STREET,N
M,S-001828,HESTER STREET,NORFOLK STREET,ESSEX STREET,N
M,S-271948,HESTER STREET,MOTT STREET,MULBERRY STREET,S
M,S-105284,HESTER STREET,BOWERY,ELIZABETH STREET,S
M,P-251836,HESTER STREET,ALLEN STREET,ORCHARD STREET,N
M,P-251313,HESTER STREET,MULBERRY STREET,BAXTER STREET,S
M,S-105282,HESTER STREET,MULBERRY STREET,BAXTER STREET,N
M,P-251775,HESTER STREET,ELIZABETH STREET,MOTT STREET,N
M,P-252100,HESTER STREET,ALLEN STREET,ORCHARD STREET,S
M,S-138197,HESTER STREET,ORCHARD STREET,LUDLOW STREET,S
M,P-252110,HESTER STREET,ELDRIDGE STREET,ALLEN STREET,S
M,P-251832,HESTER STREET,LUDLOW STREET,ESSEX STREET,N
M,S-193206,HESTER STREET,FORSYTH STREET,ELDRIDGE STREET,S
M,P-271960,HESTER STREET,MOTT STREET,MULBERRY STREET,N
M,P-251312,HESTER STREET,BAXTER STREET,CENTRE STREET,S
M,P-278933,HESTER STREET,FORSYTH STREET,ELDRIDGE STREET,N
M,P-159793,HESTER STREET,CHRYSTIE STREET,BOWERY,N
M,P-252108,HESTER STREET,LUDLOW STREET,ESSEX STREET,S
M,S-204530,HILLSIDE AVENUE,BROADWAY,BOGARDUS PLACE,N
M,S-196965,HILLSIDE AVENUE,SICKLES STREET,NAGLE AVENUE,N
M,S-204529,HILLSIDE AVENUE,ELLWOOD STREET,SICKLES STREET,N
M,S-204528,HILLSIDE AVENUE,BOGARDUS PLACE,ELLWOOD STREET,N
M,S-196966,HILLSIDE AVENUE,BROADWAY,FORT GEORGE HILL,S
M,S-257352,HOGAN PLACE,BAXTER STREET,CENTRE STREET,S
M,S-959762,HOGAN PLACE,BAXTER STREET,CENTRE STREET,N
M,S-104210,HORATIO STREET,GREENWICH AVENUE,EIGHTH AVENUE,N
M,S-156172,HORATIO STREET,WEST STREET,WASHINGTON STREET,N
M,S-103774,HORATIO STREET,WASHINGTON STREET,GREENWICH STREET,S
M,S-104209,HORATIO STREET,GREENWICH STREET,HUDSON STREET,N
M,S-156173,HORATIO STREET,WEST STREET,WASHINGTON STREET,S
M,S-156175,HORATIO STREET,GREENWICH STREET,WASHINGTON STREET,E
M,S-103785,HORATIO STREET,HUDSON STREET,WEST    4 STREET,N
M,S-196717,HORATIO STREET,EIGHTH AVENUE,GREENWICH AVENUE,S
M,S-103829,HORATIO STREET,WEST    4 STREET,EIGHTH AVENUE,N
M,S-103781,HORATIO STREET,WASHINGTON STREET,GREENWICH STREET,N
M,S-103779,HORATIO STREET,WEST    4 STREET,EIGHTH AVENUE,S
M,S-103778,HORATIO STREET,HUDSON STREET,WEST    4 STREET,S
M,S-103775,HORATIO STREET,GREENWICH STREET,HUDSON STREET,S
M,S-105289,HOWARD STREET,LAFAYETTE STREET,CROSBY STREET,N
M,S-105290,HOWARD STREET,BROADWAY,MERCER STREET,N
M,S-089011,HOWARD STREET,CENTRE STREET,LAFAYETTE STREET,N
M,S-105288,HOWARD STREET,LAFAYETTE STREET,BROADWAY,S
M,P-251310,HOWARD STREET,CENTRE STREET,LAFAYETTE STREET,S
M,S-730168,HOWARD STREET,BROADWAY,MERCER STREET,S
M,S-166302,HOWARD STREET,CROSBY STREET,BROADWAY,N
M,S-993326,HUBERT STREET,GREENWICH STREET,COLLISTER STREET,N
M,S-989717,HUBERT STREET,WASHINGTON STREET,GREENWICH STREET,N
M,S-214769,HUBERT STREET,WEST STREET,WASHINGTON STREET,S
M,S-989721,HUBERT STREET,COLLISTER STREET,HUDSON STREET,S
M,S-989720,HUBERT STREET,GREENWICH STREET,COLLISTER STREET,S
M,S-989718,HUBERT STREET,COLLISTER STREET,HUDSON STREET,N
M,S-221646,HUBERT STREET,WASHINGTON STREET,GREENWICH STREET,S
M,S-097033,HUBERT STREET,WEST STREET,WASHINGTON STREET,N
M,S-097034,HUBERT STREET,WEST STREET,GREENWICH STREET,S
M,S-199007,INDIAN ROAD,WEST  218 STREET,WEST  214 STREET,W
M,S-199008,INDIAN ROAD,WEST  218 STREET,WEST  215 STREET,E
M,P-166173,IRVING PLACE,EAST   17 STREET,EAST   18 STREET,E
M,P-255888,IRVING PLACE,EAST   16 STREET,EAST   15 STREET,W
M,S-138214,IRVING PLACE,EAST   16 STREET,EAST   17 STREET,E
M,S-052899,IRVING PLACE,EAST   19 STREET,GRAMERCY PARK SOUTH,E
M,S-263583,IRVING PLACE,EAST   14 STREET,EAST   15 STREET,E
M,S-052900,IRVING PLACE,EAST   20 STREET,EAST   19 STREET,W
M,P-255890,IRVING PLACE,EAST   17 STREET,EAST   16 STREET,W
M,P-286997,IRVING PLACE,EAST   18 STREET,EAST   17 STREET,W
M,P-255820,IRVING PLACE,EAST   18 STREET,EAST   19 STREET,E
M,P-258683,IRVING PLACE,EAST   15 STREET,EAST   16 STREET,E
M,S-125764,IRVING PLACE,EAST   15 STREET,EAST   14 STREET,W
M,P-255282,IRVING PLACE,EAST   19 STREET,EAST   18 STREET,W
M,S-199169,ISHAM STREET,VERMILYEA AVENUE,SHERMAN AVENUE,S
M,S-199219,ISHAM STREET,PARK TERRACE WEST,SEAMAN AVENUE,N
M,S-199173,ISHAM STREET,10 AVENUE,SHERMAN AVENUE,N
M,S-199171,ISHAM STREET,SHERMAN AVENUE,10 AVENUE,S
M,S-199170,ISHAM STREET,SHERMAN AVENUE,VERMILYEA AVENUE,N
M,S-199220,ISHAM STREET,COOPER STREET,BROADWAY,S
M,S-199240,ISHAM STREET,BROADWAY,PARK TERRACE WEST,N
M,S-199222,ISHAM STREET,SEAMAN AVENUE,COOPER STREET,S
M,S-199221,ISHAM STREET,BROADWAY,VERMILYEA AVENUE,S
M,S-199243,ISHAM STREET,VERMILYEA AVENUE,WEST  211 STREET,N
M,S-065871,JACKSON STREET,MADISON STREET,WATER STREET,W
M,S-082238,JACKSON STREET,GRAND STREET,MADISON STREET,N
M,S-065872,JACKSON STREET,WATER STREET,FDR DRIVE,W
M,S-223444,JACKSON STREET,CHERRY STREET,MONROE STREET,E
M,S-145293,JACKSON STREET,CHERRY STREET,MADISON STREET,E
M,S-066645,JACKSON STREET,MADISON STREET,GRAND STREET,E
M,S-066699,JACKSON STREET,WATER STREET,FDR DRIVE,E
M,S-065868,JACKSON STREET,WATER STREET,CHERRY STREET,E
M,S-065870,JACKSON STREET,MADISON STREET,HENRY STREET,W
M,S-253683,JACOB STREET,FERRY STREET,FRANKFORT STREET,E
M,S-206993,JACOB STREET,FRANKFORT STREET,FERRY STREET,N
M,S-253682,JACOB STREET,FERRY STREET,FRANKFORT STREET,W
M,S-066770,JAMES STREET,ST JAMES PLACE,MADISON STREET,W
M,S-018377,JAMES STREET,PARK ROW,JAMES STREET,W
M,S-792731,JAMES STREET,JAMES STREET,MADISON STREET,E
M,S-066771,JAMES STREET,ST JAMES PLACE,MADISON STREET,E
M,S-018376,JAMES STREET,PARK ROW,JAMES STREET,E
M,S-103761,JANE STREET,GREENWICH AVENUE,WEST    4 STREET,N
M,S-232698,JANE STREET,WEST    4 STREET,EAST    8 STREET,S
M,S-103762,JANE STREET,WEST    4 STREET,8 AVENUE,N
M,S-104325,JANE STREET,GREENWICH AVENUE,WEST    4 STREET,S
M,S-103766,JANE STREET,WASHINGTON STREET,WASHINGTON STREET,N
M,S-196719,JANE STREET,8 AVENUE,HUDSON STREET,S
M,S-196718,JANE STREET,8 AVENUE,HUDSON STREET,E
M,S-103767,JANE STREET,WEST    4 STREET,8 AVENUE,S
M,S-103769,JANE STREET,HUDSON STREET,GREENWICH STREET,S
M,S-103770,JANE STREET,GREENWICH STREET,WASHINGTON STREET,S
M,S-103771,JANE STREET,WASHINGTON STREET,WASHINGTON STREET,S
M,S-103764,JANE STREET,HUDSON STREET,GREENWICH STREET,N
M,S-103765,JANE STREET,GREENWICH STREET,WASHINGTON STREET,N
M,S-222104,JANE STREET,8 AVENUE,HUDSON STREET,N
M,S-808640,JAY STREET,STAPLE STREET,HUDSON STREET,N
M,S-245373,JAY STREET,WEST STREET,CAROLINE STREET,S
M,S-285963,JAY STREET,WASHINGTON STREET,GREENWICH STREET,S
M,S-285962,JAY STREET,WASHINGTON STREET,GREENWICH STREET,N
M,S-251603,JAY STREET,GREENWICH STREET,STAPLE STREET,N
M,S-251606,JAY STREET,STAPLE STREET,HUDSON STREET,S
M,S-285949,JAY STREET,WEST STREET,WASHINGTON STREET,N
M,S-285950,JAY STREET,CAROLINE STREET,WASHINGTON STREET,S
M,S-251604,JAY STREET,GREENWICH STREET,STAPLE STREET,S
M,S-067007,JEFFERSON STREET,HENRY STREET,MADISON STREET,E
M,S-067005,JEFFERSON STREET,EAST BROADWAY,HENRY STREET,W
M,S-067006,JEFFERSON STREET,HENRY STREET,MADISON STREET,W
M,S-223449,JEFFERSON STREET,WATER STREET,SOUTH STREET,E
M,S-018545,JEFFERSON STREET,JEFFERSON STREET,CLINTON STREET,S
M,S-018351,JEFFERSON STREET,MADISON STREET,RUTGERS STREET,E
M,S-223446,JEFFERSON STREET,WATER STREET,SOUTH STREET,W
M,S-223448,JEFFERSON STREET,CHERRY STREET,WATER STREET,E
M,S-018349,JEFFERSON STREET,DIVISION STREET,BROADWAY,E
M,S-018346,JEFFERSON STREET,MONROE STREET,CHERRY STREET,E
M,S-223447,JEFFERSON STREET,CHERRY STREET,WATER STREET,W
M,S-080785,JEFFERSON STREET,EAST BROADWAY,DIVISION STREET,N
M,S-067008,JEFFERSON STREET,EAST BROADWAY,HENRY STREET,E
M,S-170581,JERSEY STREET,LAFAYETTE STREET,CROSBY STREET,N
M,S-106470,JERSEY STREET,MULBERRY STREET,LAFAYETTE STREET,S
M,S-106447,JERSEY STREET,MULBERRY STREET,LAFAYETTE STREET,N
M,S-106450,JERSEY STREET,LAFAYETTE STREET,CROSBY STREET,S
M,S-239752,JOHN STREET,FRONT STREET,WATER STREET,N
M,S-989082,JOHN STREET,WATER STREET,FRONT STREET,S
M,S-992454,JOHN STREET,GOLD STREET,CLIFF STREET,N
M,S-226942,JOHN STREET,BROADWAY,NASSAU STREET,S
M,P-246161,JOHN STREET,PEARL STREET,WATER STREET,S
M,S-992471,JOHN STREET,WATER STREET,PEARL STREET,N
M,S-239514,JOHN STREET,FRONT STREET,SOUTH STREET,S
M,S-125244,JOHN STREET,GOLD STREET,PEARL STREET,S
M,S-226786,JOHN STREET,WILLIAM STREET,GOLD STREET,S
M,S-992445,JOHN STREET,DUTCH STREET,WILLIAM STREET,N
M,S-110860,JOHN STREET,NASSAU STREET,DUTCH STREET,N
M,S-992453,JOHN STREET,WILLIAM STREET,GOLD STREET,N
M,S-989083,JOHN STREET,NASSAU STREET,WILLIAM STREET,S
M,S-236479,JOHN STREET,SOUTH STREET,WATER STREET,N
M,S-226910,JOHN STREET,BROADWAY,NASSAU STREET,N
M,S-992455,JOHN STREET,CLIFF STREET,PEARL STREET,N
